state,district,total_enrolled,age_0_5,age_5_17,age_18_greater,child_ratio,youth_ratio,adult_ratio,dependency_ratio,ESI
Andhra Pradesh,Sri Potti Sriramulu Nellore,1562,669,607,286,0.42829705505761845,0.3886043533930858,0.18309859154929578,4.461538461538462,0.18309859154929578
Andhra Pradesh,Sri Sathya Sai,901,844,38,19,0.9367369589345172,0.042175360710321866,0.021087680355160933,46.421052631578945,0.021087680355160933
Andhra Pradesh,Srikakulam,4176,4039,129,8,0.9671934865900383,0.03089080459770115,0.0019157088122605363,521.0,0.0019157088122605363
Andhra Pradesh,Tirupati,1683,786,672,225,0.46702317290552586,0.39928698752228164,0.13368983957219252,6.48,0.13368983957219252
Andhra Pradesh,Visakhapatanam,226,186,28,12,0.8230088495575221,0.12389380530973451,0.05309734513274336,17.833333333333332,0.05309734513274336
Andhra Pradesh,Visakhapatnam,7910,7433,447,30,0.9396965865992415,0.056510745891276866,0.0037926675094816687,262.6666666666667,0.0037926675094816687
Andhra Pradesh,Vizianagaram,3745,3591,151,3,0.9588785046728971,0.040320427236315085,0.0008010680907877169,1247.3333333333333,0.0008010680907877169
Andhra Pradesh,Warangal,1004,816,188,0,0.8127490039840638,0.18725099601593626,0.0,,0.0
Andhra Pradesh,West Godavari,5752,5396,334,22,0.9381084840055632,0.058066759388038944,0.0038247566063977748,260.45454545454544,0.0038247566063977748
Andhra Pradesh,Y. S. R,787,704,52,31,0.8945362134688691,0.06607369758576874,0.03939008894536213,24.387096774193548,0.03939008894536213
Arunachal Pradesh,Anjaw,36,22,11,3,0.6111111111111112,0.3055555555555556,0.08333333333333333,11.0,0.08333333333333333
Arunachal Pradesh,Changlang,790,477,300,13,0.6037974683544304,0.379746835443038,0.016455696202531647,59.76923076923077,0.016455696202531647
Arunachal Pradesh,Dibang Valley,10,7,3,0,0.7,0.3,0.0,,0.0
Arunachal Pradesh,East Kameng,179,87,78,14,0.4860335195530726,0.43575418994413406,0.0782122905027933,11.785714285714286,0.0782122905027933
Arunachal Pradesh,East Siang,165,79,84,2,0.47878787878787876,0.509090909090909,0.012121212121212121,81.5,0.012121212121212121
Arunachal Pradesh,Kamle,30,3,25,2,0.1,0.8333333333333334,0.06666666666666667,14.0,0.06666666666666667
Arunachal Pradesh,Kra Daadi,80,18,58,4,0.225,0.725,0.05,19.0,0.05
Arunachal Pradesh,Kurung Kumey,73,19,42,12,0.2602739726027397,0.5753424657534246,0.1643835616438356,5.083333333333333,0.1643835616438356
Arunachal Pradesh,Leparada,3,0,2,1,0.0,0.6666666666666666,0.3333333333333333,2.0,0.3333333333333333
Arunachal Pradesh,Lohit,157,98,58,1,0.6242038216560509,0.36942675159235666,0.006369426751592357,156.0,0.006369426751592357
Arunachal Pradesh,Longding,878,139,703,36,0.15831435079726652,0.8006833712984055,0.04100227790432802,23.38888888888889,0.04100227790432802
Arunachal Pradesh,Lower Dibang Valley,103,53,48,2,0.5145631067961165,0.46601941747572817,0.019417475728155338,50.5,0.019417475728155338
Arunachal Pradesh,Lower Siang,31,10,18,3,0.3225806451612903,0.5806451612903226,0.0967741935483871,9.333333333333334,0.0967741935483871
Arunachal Pradesh,Lower Subansiri,105,50,55,0,0.47619047619047616,0.5238095238095238,0.0,,0.0
Arunachal Pradesh,Namsai,148,93,54,1,0.6283783783783784,0.36486486486486486,0.006756756756756757,147.0,0.006756756756756757
Arunachal Pradesh,Pakke Kessang,4,2,1,1,0.5,0.25,0.25,3.0,0.25
Arunachal Pradesh,Papum Pare,434,197,232,5,0.4539170506912442,0.5345622119815668,0.01152073732718894,85.8,0.01152073732718894
Arunachal Pradesh,Shi-yomi,31,8,18,5,0.25806451612903225,0.5806451612903226,0.16129032258064516,5.2,0.16129032258064516
Arunachal Pradesh,Siang,102,39,59,4,0.38235294117647056,0.5784313725490197,0.0392156862745098,24.5,0.0392156862745098
Arunachal Pradesh,Tawang,153,104,42,7,0.6797385620915033,0.27450980392156865,0.0457516339869281,20.857142857142858,0.0457516339869281
Arunachal Pradesh,Tirap,89,53,35,1,0.5955056179775281,0.39325842696629215,0.011235955056179775,88.0,0.011235955056179775
Arunachal Pradesh,Upper Siang,41,21,19,1,0.5121951219512195,0.4634146341463415,0.024390243902439025,40.0,0.024390243902439025
Arunachal Pradesh,Upper Subansiri,139,74,53,12,0.5323741007194245,0.381294964028777,0.08633093525179857,10.583333333333334,0.08633093525179857
Arunachal Pradesh,West Kameng,273,155,100,18,0.5677655677655677,0.3663003663003663,0.06593406593406594,14.166666666666666,0.06593406593406594
Arunachal Pradesh,West Siang,186,106,78,2,0.5698924731182796,0.41935483870967744,0.010752688172043012,92.0,0.010752688172043012
Assam,Bajali,26,18,7,1,0.6923076923076923,0.2692307692307692,0.038461538461538464,25.0,0.038461538461538464
Assam,Baksa,3584,2036,1159,389,0.5680803571428571,0.32338169642857145,0.10853794642857142,8.2133676092545,0.10853794642857142
Assam,Barpeta,14033,10277,3230,526,0.7323451863464691,0.23017173804603436,0.03748307560749661,25.6787072243346,0.03748307560749661
Assam,Biswanath,1272,747,449,76,0.5872641509433962,0.3529874213836478,0.059748427672955975,15.736842105263158,0.059748427672955975
Assam,Bongaigaon,3103,2279,616,208,0.7344505317434741,0.1985175636480825,0.06703190460844344,13.91826923076923,0.06703190460844344
Assam,Cachar,17211,11284,4413,1514,0.6556272151530997,0.25640578699668815,0.08796699785021207,10.367899603698811,0.08796699785021207
Assam,Charaideo,1182,653,335,194,0.5524534686971235,0.28341793570219964,0.16412859560067683,5.092783505154639,0.16412859560067683
Assam,Chirang,3286,1968,1054,264,0.598904443091905,0.32075471698113206,0.08034083992696288,11.446969696969697,0.08034083992696288
Assam,Darrang,7441,4308,1877,1256,0.5789544416073108,0.25225104152667654,0.16879451686601263,4.9243630573248405,0.16879451686601263
Assam,Dhemaji,6803,3814,1833,1156,0.5606350139644275,0.2694399529619286,0.16992503307364398,4.884948096885813,0.16992503307364398
Assam,Dhubri,12362,8226,3774,362,0.6654263064229089,0.30529040608315805,0.02928328749393302,33.149171270718234,0.02928328749393302
Assam,Dibrugarh,6886,3788,1634,1464,0.5501016555329654,0.23729305837932035,0.2126052860877142,3.703551912568306,0.2126052860877142
Assam,Dima Hasao,248,119,102,27,0.4798387096774194,0.4112903225806452,0.10887096774193548,8.185185185185185,0.10887096774193548
Assam,Goalpara,9714,6741,2180,793,0.6939468807906115,0.22441836524603664,0.08163475396335186,11.24968474148802,0.08163475396335186
Assam,Golaghat,11329,5461,3989,1879,0.4820372495365875,0.35210521670050315,0.16585753376290935,5.029270888770623,0.16585753376290935
Assam,Hailakandi,5399,3698,1400,301,0.6849416558621967,0.259307279125764,0.05575106501203927,16.93687707641196,0.05575106501203927
Assam,Hojai,6940,5208,1577,155,0.7504322766570605,0.22723342939481267,0.0223342939481268,43.774193548387096,0.0223342939481268
Assam,Jorhat,4744,2800,1099,845,0.5902192242833052,0.2316610455311973,0.17811973018549748,4.614201183431953,0.17811973018549748
Assam,Kamrup,13412,9129,3302,981,0.6806591112436624,0.24619743513271697,0.07314345362362064,12.671763506625892,0.07314345362362064
Assam,Kamrup Metro,5875,2577,1988,1310,0.43863829787234043,0.3383829787234043,0.2229787234042553,3.484732824427481,0.2229787234042553
Assam,Karbi Anglong,7967,2850,4049,1068,0.3577256181749718,0.5082214133299862,0.13405296849504206,6.459737827715355,0.13405296849504206
Assam,Karimganj,14599,9185,4821,593,0.6291526816905267,0.33022809781491885,0.04061922049455442,23.618887015177066,0.04061922049455442
Assam,Kokrajhar,4520,2459,1548,513,0.5440265486725664,0.3424778761061947,0.11349557522123893,7.810916179337232,0.11349557522123893
Assam,Lakhimpur,7084,4646,1800,638,0.6558441558441559,0.2540937323546019,0.09006211180124224,10.10344827586207,0.09006211180124224
Assam,Majuli,511,345,155,11,0.675146771037182,0.30332681017612523,0.021526418786692758,45.45454545454545,0.021526418786692758
Assam,Marigaon,10282,6586,2885,811,0.6405368605329702,0.2805874343512935,0.07887570511573624,11.678175092478421,0.07887570511573624
Assam,Nagaon,12589,8783,3418,388,0.6976725712923981,0.27150687107792515,0.0308205576296767,31.445876288659793,0.0308205576296767
Assam,Nalbari,3736,2598,943,195,0.6953961456102784,0.25240899357601715,0.052194860813704495,18.15897435897436,0.052194860813704495
Assam,North Cachar Hills,1043,492,414,137,0.47171620325982744,0.3969319271332694,0.13135186960690318,6.613138686131387,0.13135186960690318
Assam,Sibsagar,2674,1510,502,662,0.5646970830216903,0.18773373223635004,0.2475691847419596,3.039274924471299,0.2475691847419596
Assam,Sivasagar,422,204,113,105,0.4834123222748815,0.2677725118483412,0.24881516587677724,3.019047619047619,0.24881516587677724
Assam,Sonitpur,8924,5300,2657,967,0.5939040788883908,0.2977364410578216,0.10835948005378754,8.228541882109617,0.10835948005378754
Assam,South Salmara Mankachar,1437,1037,354,46,0.721642310368824,0.24634655532359082,0.032011134307585246,30.23913043478261,0.032011134307585246
Assam,Sribhumi,161,110,40,11,0.6832298136645962,0.2484472049689441,0.06832298136645963,13.636363636363637,0.06832298136645963
Assam,Tamulpur District,54,22,32,0,0.4074074074074074,0.5925925925925926,0.0,,0.0
Assam,Tinsukia,8194,3755,2816,1623,0.45826214303148644,0.3436660971442519,0.19807175982426165,4.048675292667899,0.19807175982426165
Assam,Udalguri,4440,2569,1289,582,0.5786036036036036,0.2903153153153153,0.13108108108108107,6.628865979381444,0.13108108108108107
Assam,West Karbi Anglong,1872,388,980,504,0.20726495726495728,0.5235042735042735,0.2692307692307692,2.7142857142857144,0.2692307692307692
Bihar,Araria,15127,9646,5357,124,0.6376677464136974,0.35413499041449065,0.008197263171811991,120.99193548387096,0.008197263171811991
Bihar,Arwal,3749,777,2939,33,0.20725526807148573,0.7839423846359029,0.008802347292611363,112.60606060606061,0.008802347292611363
Bihar,Aurangabad,9810,2874,6864,72,0.2929663608562691,0.6996941896024464,0.007339449541284404,135.25,0.007339449541284404
Bihar,Aurangabad(BH),8,5,3,0,0.625,0.375,0.0,,0.0
Bihar,Aurangabad(bh),103,43,60,0,0.4174757281553398,0.5825242718446602,0.0,,0.0
Bihar,Banka,10693,5945,4669,79,0.5559711961096044,0.4366407930421771,0.00738801084821846,134.35443037974684,0.00738801084821846
Bihar,Begusarai,12625,7719,4851,55,0.6114059405940594,0.38423762376237625,0.004356435643564357,228.54545454545453,0.004356435643564357
Bihar,Bhabua,31,14,17,0,0.45161290322580644,0.5483870967741935,0.0,,0.0
Bihar,Bhagalpur,20596,10196,10025,375,0.4950475820547679,0.48674499902893764,0.018207418916294425,53.922666666666665,0.018207418916294425
Bihar,Bhojpur,12979,3043,9832,104,0.23445565914169042,0.75753139687187,0.008012943986439633,123.79807692307692,0.008012943986439633
Bihar,Buxar,6920,2407,4453,60,0.3478323699421965,0.6434971098265896,0.008670520231213872,114.33333333333333,0.008670520231213872
Bihar,Darbhanga,15167,9633,5466,68,0.6351288982659722,0.3603876837871695,0.0044834179468583105,222.0441176470588,0.0044834179468583105
Bihar,East Champaran,28779,9946,18041,792,0.34559922165467877,0.626880711630008,0.02752006671531325,35.33712121212121,0.02752006671531325
Bihar,Gaya,26760,6540,19786,434,0.24439461883408073,0.7393871449925261,0.016218236173393123,60.65898617511521,0.016218236173393123
Bihar,Gopalganj,14848,5195,9461,192,0.34987877155172414,0.6371901939655172,0.01293103448275862,76.33333333333333,0.01293103448275862
Bihar,Jamui,10098,5042,4897,159,0.4993067934244405,0.4849475143592791,0.01574569221628045,62.509433962264154,0.01574569221628045
Bihar,Jehanabad,4710,888,3683,139,0.18853503184713377,0.7819532908704884,0.02951167728237792,32.884892086330936,0.02951167728237792
Bihar,Kaimur (Bhabua),7622,2924,4614,84,0.38362634479139335,0.6053529257412753,0.01102072946733141,89.73809523809524,0.01102072946733141
Bihar,Katihar,15747,10877,4757,113,0.6907347431256747,0.30208928684828856,0.007175970026036705,138.35398230088495,0.007175970026036705
Bihar,Khagaria,7887,4167,3653,67,0.5283377710155953,0.46316723722581465,0.008494991758590085,116.71641791044776,0.008494991758590085
Bihar,Kishanganj,8230,6527,1680,23,0.7930741190765492,0.20413122721749696,0.0027946537059538273,356.82608695652175,0.0027946537059538273
Bihar,Lakhisarai,6031,2599,3364,68,0.4309401425965843,0.5577847786436744,0.011275078759741337,87.69117647058823,0.011275078759741337
Bihar,Madhepura,8634,4371,4225,38,0.5062543432939541,0.4893444521658559,0.004401204540189946,226.21052631578948,0.004401204540189946
Bihar,Madhubani,25390,12324,12275,791,0.48538794801102797,0.48345805435210715,0.031153997636864907,31.098609355246523,0.031153997636864907
Bihar,Monghyr,49,29,20,0,0.5918367346938775,0.40816326530612246,0.0,,0.0
Bihar,Munger,5916,2368,3446,102,0.4002704530087897,0.5824881676808654,0.017241379310344827,57.0,0.017241379310344827
Bihar,Muzaffarpur,28298,13787,13854,657,0.48720757650717367,0.48957523499893985,0.023217188493886494,42.071537290715376,0.023217188493886494
Bihar,Nalanda,14113,3527,10452,134,0.24991142917877135,0.7405937787855169,0.009494792035711755,104.32089552238806,0.009494792035711755
Bihar,Nawada,15048,2661,12099,288,0.1768341307814992,0.8040271132376395,0.019138755980861243,51.25,0.019138755980861243
Bihar,Pashchim Champaran,16358,5060,10736,562,0.3093287687981416,0.6563149529282308,0.03435627827362758,28.106761565836297,0.03435627827362758
Bihar,Patna,24061,6559,16758,744,0.27259881135447406,0.6964797805577491,0.0309214080877769,31.34005376344086,0.0309214080877769
Bihar,Purba Champaran,121,57,64,0,0.47107438016528924,0.5289256198347108,0.0,,0.0
Bihar,Purbi Champaran,14871,4000,10071,800,0.26897989375294196,0.6772241274964697,0.05379597875058839,17.58875,0.05379597875058839
Bihar,Purnea,255,167,88,0,0.6549019607843137,0.34509803921568627,0.0,,0.0
Bihar,Purnia,19593,11811,7599,183,0.6028173327208697,0.3878425968458123,0.009340070433318021,106.06557377049181,0.009340070433318021
Bihar,Rohtas,7673,2623,4974,76,0.34184803857682783,0.6482471002215561,0.009904861201616056,99.96052631578948,0.009904861201616056
Bihar,Saharsa,12590,6054,6335,201,0.480857823669579,0.5031771247021446,0.01596505162827641,61.63681592039801,0.01596505162827641
Bihar,Samastipur,18501,10838,7532,131,0.5858061726393168,0.407113129020053,0.0070806983406302365,140.2290076335878,0.0070806983406302365
Bihar,Samstipur,78,39,39,0,0.5,0.5,0.0,,0.0
Bihar,Saran,23658,7401,16040,217,0.31283286837433427,0.6779947586440105,0.009172372981655253,108.02304147465438,0.009172372981655253
Bihar,Sheikhpura,3046,1180,1847,19,0.38739330269205513,0.6063690085357847,0.00623768877216021,159.31578947368422,0.00623768877216021
Bihar,Sheikpura,27,11,16,0,0.4074074074074074,0.5925925925925926,0.0,,0.0
Bihar,Sheohar,3030,1900,1119,11,0.6270627062706271,0.3693069306930693,0.0036303630363036304,274.45454545454544,0.0036303630363036304
Bihar,Sitamarhi,41652,20358,18600,2694,0.4887640449438202,0.4465571881302218,0.06467876692595793,14.461024498886415,0.06467876692595793
Bihar,Siwan,14874,5961,8778,135,0.4007664380798709,0.5901573215006051,0.009076240419524002,109.17777777777778,0.009076240419524002
Bihar,Supaul,10036,5473,4408,155,0.5453367875647669,0.4392188122758071,0.015444400159426067,63.748387096774195,0.015444400159426067
Bihar,Vaishali,17448,7972,9424,52,0.4569005043558001,0.5401192113709308,0.0029802842732691427,334.53846153846155,0.0029802842732691427
Bihar,West Champaran,29913,11373,17772,768,0.3802025875037609,0.5941229565740648,0.025674455922174304,37.94921875,0.025674455922174304
Chandigarh,Chandigarh,2617,2374,210,33,0.9071455865494842,0.08024455483377914,0.012609858616736722,78.3030303030303,0.012609858616736722
Chandigarh,Rupnagar,3,3,0,0,1.0,0.0,0.0,,0.0
Chhattisgarh,Balod,1596,1527,65,4,0.956766917293233,0.040726817042606514,0.002506265664160401,398.0,0.002506265664160401
Chhattisgarh,Baloda Bazar,4705,4137,535,33,0.8792773645058448,0.11370882040382571,0.007013815090329437,141.57575757575756,0.007013815090329437
Chhattisgarh,Balrampur,6016,4454,1493,69,0.7403590425531915,0.2481715425531915,0.011469414893617021,86.18840579710145,0.011469414893617021
Chhattisgarh,Bastar,6501,4751,1744,6,0.7308106445162282,0.2682664205506845,0.0009229349330872173,1082.5,0.0009229349330872173
Chhattisgarh,Bemetara,2677,2368,298,11,0.884572282405678,0.11131864026895778,0.004109077325364214,242.36363636363637,0.004109077325364214
Chhattisgarh,Bijapur,6616,3546,1725,1345,0.5359733978234583,0.2607315598548972,0.2032950423216445,3.9189591078066917,0.2032950423216445
Chhattisgarh,Bilaspur,8708,7297,1392,19,0.8379650895728066,0.1598530087276068,0.002181901699586587,457.3157894736842,0.002181901699586587
Chhattisgarh,Dakshin Bastar Dantewada,1172,987,161,24,0.8421501706484642,0.13737201365187712,0.020477815699658702,47.833333333333336,0.020477815699658702
Chhattisgarh,Dantewada,696,573,123,0,0.8232758620689655,0.17672413793103448,0.0,,0.0
Chhattisgarh,Dhamtari,1920,1832,85,3,0.9541666666666667,0.044270833333333336,0.0015625,639.0,0.0015625
Chhattisgarh,Durg,3913,3365,502,46,0.8599539994888832,0.12829031433682597,0.011755686174290826,84.06521739130434,0.011755686174290826
Chhattisgarh,Gariyaband,1486,1261,219,6,0.8485868102288021,0.14737550471063257,0.004037685060565276,246.66666666666666,0.004037685060565276
Chhattisgarh,Gaurela-pendra-marwahi,132,110,17,5,0.8333333333333334,0.12878787878787878,0.03787878787878788,25.4,0.03787878787878788
Chhattisgarh,Gaurella Pendra Marwahi,983,623,290,70,0.6337741607324516,0.2950152594099695,0.07121057985757884,13.042857142857143,0.07121057985757884
Chhattisgarh,Janjgir - Champa,33,32,1,0,0.9696969696969697,0.030303030303030304,0.0,,0.0
Chhattisgarh,Janjgir Champa,24,21,3,0,0.875,0.125,0.0,,0.0
Chhattisgarh,Janjgir-champa,4475,3918,556,1,0.8755307262569832,0.12424581005586592,0.000223463687150838,4474.0,0.000223463687150838
Chhattisgarh,Jashpur,2386,1582,803,1,0.6630343671416596,0.33654652137468566,0.00041911148365465214,2385.0,0.00041911148365465214
Chhattisgarh,Kabeerdham,917,822,92,3,0.8964013086150491,0.10032715376226826,0.003271537622682661,304.6666666666667,0.003271537622682661
Chhattisgarh,Kanker,1632,1362,268,2,0.8345588235294118,0.1642156862745098,0.0012254901960784314,815.0,0.0012254901960784314
Chhattisgarh,Kawardha,2028,1783,244,1,0.8791913214990138,0.1203155818540434,0.0004930966469428008,2027.0,0.0004930966469428008
Chhattisgarh,Khairagarh Chhuikhadan Gandai,233,173,60,0,0.7424892703862661,0.2575107296137339,0.0,,0.0
Chhattisgarh,Kondagaon,2959,1918,1032,9,0.6481919567421426,0.3487664751605272,0.003041568097330179,327.77777777777777,0.003041568097330179
Chhattisgarh,Korba,3465,2967,485,13,0.8562770562770563,0.13997113997113997,0.003751803751803752,265.53846153846155,0.003751803751803752
Chhattisgarh,Koriya,1684,1204,479,1,0.7149643705463183,0.2844418052256532,0.0005938242280285036,1683.0,0.0005938242280285036
Chhattisgarh,Mahasamund,3175,2620,533,22,0.8251968503937008,0.16787401574803149,0.006929133858267717,143.3181818181818,0.006929133858267717
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,288,187,101,0,0.6493055555555556,0.3506944444444444,0.0,,0.0
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,13,9,4,0,0.6923076923076923,0.3076923076923077,0.0,,0.0
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,253,159,90,4,0.6284584980237155,0.3557312252964427,0.015810276679841896,62.25,0.015810276679841896
Chhattisgarh,Mungeli,2790,2456,332,2,0.8802867383512545,0.11899641577060932,0.0007168458781362007,1394.0,0.0007168458781362007
Chhattisgarh,Narayanpur,729,422,303,4,0.578875171467764,0.4156378600823045,0.0054869684499314125,181.25,0.0054869684499314125
Chhattisgarh,Raigarh,4851,4200,615,36,0.8658008658008658,0.12677798392084105,0.0074211502782931356,133.75,0.0074211502782931356
Chhattisgarh,Raipur,6820,6003,763,54,0.8802052785923754,0.11187683284457478,0.007917888563049853,125.29629629629629,0.007917888563049853
Chhattisgarh,Rajnandgaon,4006,3629,354,23,0.9058911632551173,0.08836744882675986,0.005741387918122816,173.17391304347825,0.005741387918122816
Chhattisgarh,Sakti,452,370,80,2,0.8185840707964602,0.17699115044247787,0.004424778761061947,225.0,0.004424778761061947
Chhattisgarh,Sarangarh-Bilaigarh,179,153,23,3,0.8547486033519553,0.12849162011173185,0.01675977653631285,58.666666666666664,0.01675977653631285
Chhattisgarh,Sukma,2152,1237,796,119,0.574814126394052,0.36988847583643125,0.055297397769516726,17.084033613445378,0.055297397769516726
Chhattisgarh,Surajpur,2831,2146,678,7,0.7580360296714942,0.23949134581419992,0.002472624514305899,403.42857142857144,0.002472624514305899
Chhattisgarh,Surguja,3438,2776,656,6,0.8074461896451425,0.1908086096567772,0.0017452006980802793,572.0,0.0017452006980802793
Chhattisgarh,Uttar Bastar Kanker,839,673,158,8,0.8021454112038141,0.18831942789034564,0.009535160905840286,103.875,0.009535160905840286
Dadra & Nagar Haveli,Dadra & Nagar Haveli,25,22,3,0,0.88,0.12,0.0,,0.0
Dadra and Nagar Haveli,Dadra and Nagar Haveli,738,664,70,4,0.8997289972899729,0.0948509485094851,0.005420054200542005,183.5,0.005420054200542005
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,87,69,10,8,0.7931034482758621,0.11494252873563218,0.09195402298850575,9.875,0.09195402298850575
Dadra and Nagar Haveli and Daman and Diu,Daman,61,49,5,7,0.8032786885245902,0.08196721311475409,0.11475409836065574,7.714285714285714,0.11475409836065574
Dadra and Nagar Haveli and Daman and Diu,Diu,21,12,5,4,0.5714285714285714,0.23809523809523808,0.19047619047619047,4.25,0.19047619047619047
Daman & Diu,Daman,9,8,1,0,0.8888888888888888,0.1111111111111111,0.0,,0.0
Daman & Diu,Diu,12,12,0,0,1.0,0.0,0.0,,0.0
Daman and Diu,Daman,56,45,11,0,0.8035714285714286,0.19642857142857142,0.0,,0.0
Daman and Diu,Diu,57,55,2,0,0.9649122807017544,0.03508771929824561,0.0,,0.0
Delhi,Central Delhi,3896,2722,986,188,0.6986652977412731,0.25308008213552363,0.048254620123203286,19.72340425531915,0.048254620123203286
